ID,Language_ID,Primary_Text,Morphemes,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comments,Text_ID,Part_of_Speech,wPOS,Other_Translation
1.31,lez,Сонра ибурин чуьгъенал им яргъал фена .,сонра	ибур -и -н	чуьгъенал	им	яргъал	фе -на	.,сонра	ибур -ди -н	чуьгъенал	им	яргъал	фин -на	.,after	these ERG GEN	after	he	far	go AOR	.,But he was far from them,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,adv	dem n:(OBLIQUEstem) n:(CASE)	prep	pro	adj	v v:TAM1	punct,adv pers prep pro adj Vf punct,~~~
1.32,lez,"Уже за эверир~кьван , им къвер~кьван , им къарагъна къвер~кьван , има живедал … жив , всегда там снег был да , гьемиша жив авай чка я ма , са гатун кьве вацра - са вацра , ну ам жезва , и жив цӀурцӀазва , хъсан ам жезва , гьава жезва .","уже	за	эверир.кьван	,	им	къвер.кьван	,	им	къарагъ -на	къвер.кьван	,	има	жив -да -л	…	жив	,	всегда	там	снег	был	да	,	гьемиша	жив	ава -й	чка	я	ма	,	са	гатун	кьве	вацра	~~~	Са	вацра	,	ну	ам	же -зва	,	и	жив	цӀурцӀа -зва	,	хъсан	ам	же -зва	,	гьава	же -зва	.","уже	за	эверир.кьван	,	им	къвер.кьван	,	им	къарагъ -на	къвер.кьван	,	има	жив -е -л	…	жив	,	всегда	там	снег	был	да	,	гьемиша	жив	ава -й	чка	я	ма	,	са	гатун	кьве	вацра	~~~	Са	вацра	,	ну	ам	жен -зва	,	и	жив	цӀурцӀа -зва	,	хъсан	ам	жен -зва	,	гьава	~~~ -зва	.","already	1sg.ERG	CALL.TILL	,	he	COME.TILL	,	he	stand AOC	COME.TILL	,	this	snow INESS SPSS	…	snow	,	always	there	snow	was	yes	,	always	snow	is PST	place	was	you.know	,	one	summer's	two	month.in	~~~	only	month.in	,	well	it	be IMPF	,	this	snow	thaw IMPF	,	good	it	be IMPF	,	weather	~~~ IMPF	.","While I called him, while he came to me, and there was snow, there is always snow there, only one or two summer months are without snow and the weather is fine.",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,adv	pers	v	punct	pro	v	punct	pro	v v:TAM1	v	punct	dem	n n:(OBLIQUEstem) n:(CASE)	punct	n	punct	adv	dem	n	v	prt	punct	adv	n	v cop:(TAM)	n	v	prt	punct	cardnum	n	cardnum	n	~~~	num	n	punct	prt	pro	v v:TAM1	punct	dem	n	v v:TAM1	punct	adj	pro	v v:TAM1	punct	n	~~~ v:TAM1	punct,adv pers ptcp punct pro ptcp punct pro Vnf ptcp punct dem n punct n punct adv dem n v prt punct adv n ptcp n v prt punct cardnum n cardnum n ~~~ adv n punct prt pro v punct dem n Vnf punct adj pro Vf punct n v punct,~~~
1.33,lez,Атана дежурнидини эверна по части Анадырдиз .,ата -на	дежурни -ди -ни	эвер -на	по	части	Анадыр -ди -з	.,атун -на	дежурни -ди -ни	эверин -на	по	части	Анадырдай -ди -з	.,come AOC	on.duty DIR FOC	call AOR	on	unit	Anadyr.from DIR DAT	.,The guard came up and called to the military unit in Anadyr,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,v v:TAM1	n n:(CASE2) Attachestoanycategory	v v:TAM1	prep	n	nprop n:(CASE2) n:(CASE)	punct,Vnf n Vf prep n nprop punct,~~~
1.34,lez,Чун Чукоткада Огонь~Копида ава .,чун	Чукотка -да	Огонь.Копида	ава	.,чун	Чукотка -е	Огонь.Копида	ава	.,1pl.abs	Chukotka INESS	OGON.KOPY.IN	cop	.,We were in Ogon Kopy in Chukotka,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,pro	nprop n:(OBLIQUEstem)	nprop	v	punct,pro nprop nprop Vf punct,~~~
1.35,lez,Анадырдиз зенгна .,Анадыр -ди -з	зенг -на	.,Анадырдай -ди -з	зенгин -на	.,Anadyr.from ERG DAT	call AOR	.,Called to Anadyr,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,nprop n:(OBLIQUEstem) n:(CASE)	v v:TAM1	punct,nprop Vf punct,~~~
1.36,lez,Анадырдани атана БТР идан чуьгъвена гьатна .,анадыр -да -ни	ата -на	БТР	ида -н	чуьгъвена	гьат -на	.,Анадырдай -е -ни	атун -на	БТР	идани -н	чуьгъвена	гьатун -на	.,Anadyr.from INESS FOC	come AOR	APC	he.also GEN	after	enter AOR	.,An APC came from Anadyr and went for him,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,nprop n:(OBLIQUEstem) Attachestoanycategory	v v:TAM1	n	pers n:(CASE)	prep	v v:TAM1	punct,nprop Vnf n pro prep Vf punct,~~~
1.37,lez,"Ну , пешком къаз жезвач има , гагьатна .","ну	,	пешком	къаз	же -зва -ч	има	,	гагьат -на	.","ну	,	пешком	къаз	же -зва -ч	има	,	гагьатун -на	.","well	,	on.foot	to.catch	be IMPF NEG	this.one	,	escape AOR	.","Because they couldn't  catch him, he ran away",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,prt	punct	adv	v	v v:TAM1 v:(TAM2)	dem	punct	v v:TAM1	punct,prt punct adv msd Vnf dem punct Vf punct,~~~
1.38,lez,"Эхир , не~исе , им къуна агъана .","эхир	,	не.исе	,	им	къу -на	агъа -на	.","эхир	,	не.исе	,	им	къунва -на	агъин -на	.","after.all	,	ANYWAY	,	he	took AOC	bring AOR	.","Finally, they caught him and brought him there",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,n	punct	prt	punct	pro	v v:TAM1	v v:TAM1	punct,n punct prt punct pro ptcp Vnf punct,~~~
1.39,lez,"Им оказывается , захъ галаз призывник еврей .","им	оказывается	,	за -хъ	галаз	призывник	еврей	.","им	оказывается	,	за -хъ	галаз	призывник	еврей	.","he	turned.out	,	1sg.ERG POESS	with	conscript	jewish	.",It turned out that that was a jewish conscipt came to the military service with me,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,pro	prt	punct	pers n:(CASE)	post	n	n	punct,pro prt punct pro post n n punct,~~~
1.40,lez,"Чун аватир эскервиле , еврейни авай чахъ галаз , эрменини авай чахъ галаз , ну , русскийни авай , маса миллетни , сонра , немецни авай , Зеллер лугьуз .","чун	ава -тир	эскервил -е	,	еврей -ни	ава -ай	ча -хъ	галаз	,	эрмени -ни	ава -й	чахъ	галаз	,	ну	,	русский -ни	ава -ай	,	маса	миллет -ни	,	сонра	,	немец -ни	ава -й	,	Зеллер	лугьу -з	.","чун	ава -тир	эскервил -е	,	еврей -ни	ава -ай	чи -хъ	галаз	,	эрмени -ни	ава -й	чахъ	галаз	,	ну	,	русскийни -ни	ава -ай	,	маса	миллет -ни	,	сонра	,	немец -ни	ава -й	,	Зеллер	лугьун -з	.","1pl.abs	is ~~~	military.service INESS	,	jewish FOC	is AOP	1pl.gen POESS	with	,	armenian FOC	is PST	we.with	with	,	well	,	russian.also FOC	is AOP	,	other	nation FOC	,	after	,	~~~ FOC	is PST	,	Zeller	say INF	.","When we were at the military service there were many nationalities with us like jewish, armenians, russians, German, whose name was Zeller.",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,pro	v Attachestoanycategory	n n:(OBLIQUEstem)	punct	n Attachestoanycategory	v v:TAM1	pro n:(CASE)	subordconn	punct	n Attachestoanycategory	v cop:(TAM)	pers	post	punct	prt	punct	n Attachestoanycategory	v v:TAM1	punct	adj	n Attachestoanycategory	punct	adv	punct	n Attachestoanycategory	v cop:(TAM)	punct	nprop	v v:TAM1	punct,pro Vf n punct n Vnf pers subordconn punct n Vnf pers post punct prt punct n Vnf punct adj n punct adv punct n Vnf punct nprop Vnf punct,~~~
1.41,lez,"Игирми уьч солдатдикай муьжуьд миллет авай чун , руссарни пара тир , муьжуьд миллет авай .","игирми	уьч	солдат -ди -к -яй	муьжуьд	миллет	ава -ай	чун	,	руссар -ни	пара	тир	,	муьжуьд	миллет	ава -й	.","игирми	уьч	солдат -ди -к -ай	муьжуьд	миллет	ава -ай	чун	,	руссарни -ни	пара	тир	,	муьжуьд	миллет	ава -й	.","Twenty	three	soldier ERG SBSS EL	eight	nation	is AOP	1pl.abs	,	russians.also FOC	very	was	,	eight	nation	is PST	.","There were eight nationalities out of twenty three soldiers, many russians.",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,num	num	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	num	n	v v:TAM1	pro	punct	n Attachestoanycategory	adv	v	punct	num	n	v cop:(TAM)	punct,num num n num n Vnf pro punct n adv v punct num n Vf punct,~~~
1.42,lez,"Са эрмени тир , са азербайжанлы зун тир , ваъ , лезги зун тир , азербайжанлияр чуьгъвенай атана са къвед-пуд .","са	эрмени	тир	,	са	азербайжанлы	зун	тир	,	ваъ	,	лезги	зун	тир	,	азербайжанли -яр	чуьгъвен -а -ай	ата -на	са	къвед -пуд	.","са	эрмени	тир	,	са	азербайжанлы	зун	тир	,	ваъ	,	лезги	зун	тир	,	азербайжанлияр -ар	чуьгъвена -ди -ай	атун -на	са	къвед -пуд	.","one	armenian	was	,	one	azerbaijanian	1sg.abs	was	,	no	,	Lezgi	1sg.abs	was	,	azrbaijanians PL	after ERG INELAT	come AOC	one	two ~~~	.","One armenian guy, me, lezgi, and several azeris came later",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,cardnum	n	v	punct	cardnum	n	pers	v	punct	prt	punct	n	pers	v	punct	n n:(PLURAL)	prep n:(OBLIQUEstem) n:(OBLIQUEstem)	v v:TAM1	cardnum	num Attachestoanycategory	punct,cardnum n v punct cardnum n pers v punct prt punct n pers v punct n prep Vnf cardnum num punct,~~~
1.43,lez,"Атана къуна им агъана , допрос фена Магаданда , прямой Магадандиз , Анадырдай фена Магаданда , Магаданский область я хир анаг , Чукотский округ .","ата -на	къу -на	им	агъа -на	,	допрос	фе -на	Магадан -да	,	прямой	Магадан -ди -з	,	Анадыр -да -ай	фе -на	Магадан -да	,	Магаданский	область	я	хир	анаг	,	Чукотский	округ	.","атай -на	къун -на	им	агъин -на	,	допрос	фин -на	Магадан -е	,	прямой	Магадан -ди -з	,	Анадырдай -е -ай	фин -на	Магадан -е	,	Магаданский	область	я	хир	анаг	,	Чукотский	округ	.","coming AOR	take AOC	he	bring AOC	,	questioning	go AOC	Magaan INESS	,	direct	Magaan ERG DAT	,	Anadyr.from INESS INELAT	go AOC	Magaan INESS	,	Magadan	area	was	~~~	there	,	Chukotsky	district	.","They came and caught him, informed centre in Magadan, from Anadyr directly Magadan, because it is Magadan region ",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,ptcp v:TAM1	v v:TAM1	pro	v v:TAM1	punct	n	v v:TAM1	nprop n:(OBLIQUEstem)	punct	adj	nprop n:(OBLIQUEstem) n:(CASE)	punct	nprop n:(OBLIQUEstem) n:(OBLIQUEstem)	v v:TAM1	nprop n:(OBLIQUEstem)	punct	nprop	n	v	v	dem	punct	n	n	punct,Vnf Vnf pro Vnf punct n Vnf nprop punct adj nprop punct nprop Vnf nprop punct nprop n Vf Vnf dem punct n n punct,~~~
1.44,lez,"Фена гьаниз , зазни эверна , запрос кхьана , зани изагьатар кхьана .","фе -на	гьаниз	,	за -з -ни	эвер -на	,	запрос	кхьа -на	,	за -ни	изагьатар	кхьа -на	.","фин -на	гьаниз	,	за -з -ни	Эвера -на	,	запрос	кхьин -на	,	за -ни	изагьатар	кхьин -на	.","go AOC	there	,	1sg.ERG DAT FOC	call.IMPV AOC	,	demand	write AOR	,	1sg.ERG FOC	testomonies	write AOR	.","They went there, called me , it was a questioning, and I also gave a testimony ",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,v v:TAM1	dem	punct	pers n:(CASE) Attachestoanycategory	v v:TAM1	punct	n	v v:TAM1	punct	pers Attachestoanycategory	n	v v:TAM1	punct,Vnf dem punct pers Vnf punct n Vf punct pers n Vf punct,~~~
1.45,lez,"Ччувудни къеним~къалди заз чидаш гьиниз фенатӀа , гьиниз фенашта .","ччувудни	къеним.къалди	за -з	чи -да -ш	гьиниз	фе -на -тӀа	,	гьиниз	фе -на -ш та	.","ччувудни	къеним.къалди	за -з	чин -да -ш	гьиниз	фин -на -тӀа	,	гьиниз	фин -на -ш тавур	.","jewish.also	TODAY.TILL	1sg.ERG DAT	know ENT NEG	where	go AOC COND	,	where	go AOR NEG NEG.make.PTP	.",I still don't know where that jewish was gone,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,n	adv	pers n:(CASE)	v v:TAM1 v:(TAM2)	interrog	v v:TAM1 v:(YN)	punct	interrog	v v:TAM1 v:(TAM2) ptcp	punct,n adv pers Vnf interrog Vnf punct interrog Vf punct,~~~
1.46,lez,Аналай сонра заз досрочный звание сержант гана .,ана -л -ай	сонра	за -з	досрочный	звание	сержант	га -на	.,ана -л -ай	сонра	за -з	досрочный	звание	сержант	гун -на	.,there SPSS EL	after	1sg.ERG DAT	earlier	rank	sergeant	give AOR	.,I was promoted to Sergeant earlier than anticipated,en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,adv n:(CASE) n:(CASE2)	adv	pers n:(CASE)	adv	n	n	v v:TAM1	punct,adv adv pers adv n n Vf punct,~~~
1.47,lez,"Зун а Советрин девирдиз партиядиз кьабулна , заз отпуска гана десять сутка , ихьтинбур хьана .","зун	а	Советрин	девир -ди -з	партия -ди -з	кьабулна	,	за -з	отпуска	га -на	десять	сутка	,	ихьтин -бур	хьа -на	.","зун	а	Советрин	девир -ди -з	партия -ди -з	кьабулна	,	за -з	отпуска	гун -на	десять	сутка	,	ихьтин -бур	хьун -на	.","1sg.abs	that	soviets'	time DIR DAT	party DIR DAT	take.over	,	1sg.ERG DAT	vacation	give AOR	ten	24.hour.period	,	such PL	be AOR	.","I was taken to a party, I got 10 days of vacation, and all these happened during the Soviet government",en,No comment,Funny stories happened to Azer during his military service. / 03 Азеран эскервилин эгьвалат,pers	<NotSure>	adj	n n:(CASE2) n:(CASE)	n n:(CASE2) n:(CASE)	v	punct	pers n:(CASE)	n	v v:TAM1	num	n	punct	adv proform:Number&Case	v v:TAM1	punct,pers dem adj n n v punct pers n Vnf num n punct adj Vf punct,~~~
1.1,lez,"Къарлай са йикъуз фена зун , и инсандихъ галаз , и ашукь Нуьсретахъ галаз .","къар -л -ай	са	йикъуз	фе -на	зун	,	и	инсан -ди -хъ	галаз	,	и	ашукь	Нуьсрет -а -хъ	галаз	.","къар -л -ай	са	йикъуз	фин -на	зун	,	и	инсан -ди -хъ	галаз	,	и	ашукь	Нуьсрет -ди -хъ	галаз	.","days SPSS EL	one	day.in	to.go AOR	1sg.abs	,	this	man ERG POESS	with	,	this	ashuq	Nusret ERG POESS	with	.",One day I went with ashuq Nusret,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,n n:(CASE) n:(CASE2)	cardnum	n	n v:TAM1	pers	punct	dem	n n:(OBLIQUEstem) n:(CASE)	subordconn	punct	dem	n	nprop n:(OBLIQUEstem) n:(CASE)	subordconn	punct,n cardnum n Vf pers punct dem n pro punct dem n nprop pro punct,~~~
1.2,lez,"Жи дагьи гьам я , хьанвай дагьи ма чаз , не , а шикилда авай .","жи	дагьи	гьам	я	,	хьа -нва -й	дагьи	ма	ча -з	,	не	,	а	шикил -да	ава -й	.","чи	дагьи	гьам	я	,	хьун -нва -й	дагьи	ма	чи -з	,	не	,	а	шикил -е	ава -й	.","1pl.gen	great	that	was	,	be PERF PST	great	you.know	1pl.gen DAT	,	not	,	that	picture INESS	is PST	.","he is our hero, the one who was in our nation, he is on that picture",en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pro	adj	dem	v	punct	v v:TAM1 cop:(TAM)	adj	prt	pro n:(CASE)	punct	prt	punct	dem	n n:(OBLIQUEstem)	v cop:(TAM)	punct,pro adj dem Vnf punct Vf adj prt pro punct prt punct dem n ptcp punct,~~~
1.3,lez,"Ида лагьана , дастанар ава ма , лезги дастанар .","ида	лагьа -на	,	дастан -ар	ава	ма	,	лезги	дастан -ар	.","ида	лугьун -на	,	дастан -ар	ава	ма	,	лезги	дастан -ар	.","her	say AOC	,	dastan PL	cop	~~~	,	Lezgi	dastan PL	.","He said, there are dastans, lezgi dastans",en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers	v v:TAM1	punct	n n:(PLURAL)	v	prt	punct	n	n n:(PLURAL)	punct,pro Vnf punct n Vf prt punct n n punct,~~~
1.4,lez,Зазни вообще лезги дастан авай чӀал чизвайди~тучир ма .,за -з -ни	вообще	лезги	дастан	ава -й	чӀал	чи -зва -й -ди тучир	ма	.,за -з -ни	вообще	лезги	дастан	ава -й	чӀал	чи -зва -й -ди тучир	ма	.,1sg.ERG DAT FOC	commonly	Lezgi	dastan	is PST	language	know IMPF PST SBST wasn't	you.know	.,and i didn't commonly know that there is a lezgi dastan existed,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers n:(CASE) Attachestoanycategory	adv	n	n	v cop:(TAM)	n	v v:TAM1 cop:(TAM) v:(TAM2) v	prt	punct,pro adv n n v n Vf prt punct,~~~
1.5,lez,"Жи хуьре атана лагьайла , за атана концертни гайди я и хуьре атана .","жи	хуьр -е	ата -на	лагьа -й -ла	,	за	ата -на	концерт -ни	га -й -ди	я	и	хуьр -е	ата -на	.","чи	хуьр -е	атун -на	лагьа -й -ла	,	за	атун -на	концерт -ни	гун -й -ди	я	и	хуьре -е	атун -на	.","1pl.gen	village INESS	come AOC	say PST TEMP	,	1sg.ERG	come AOC	concert Q	give PST SBST	was	this	village.in INESS	come AOR	.","he said in our village, and I also gave a concert in this village",en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pro	n n:(OBLIQUEstem)	v v:TAM1	v cop:(TAM) v:(TAM2)	punct	pers	v v:TAM1	n v:(YN)	v cop:(TAM) v:(TAM2)	v	dem	n n:(OBLIQUEstem)	v v:TAM1	punct,pro n Vnf v punct pers Vnf n v Vnf dem n Vnf punct,~~~
1.6,lez,Заз ибур халкьдизни йаймишна .,за -з	и -бур	халкь -ди -з -ни	йаймиш -на	.,за -з	и -бур	халкьдизни -ди -з -ни	йаймишин -на	.,1sg.ERG DAT	this ABS.PL	people.to.also ERG DAT Q	spread AOR	.,and i also spread it to people,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers n:(CASE)	dem proform:Any	n n:(OBLIQUEstem) n:(CASE) v:(YN)	v v:TAM1	punct,pers dem n Vf punct,~~~
1.7,lez,Аналай сонра за цӀуд йис къвалахна и сагьеда за домкультурада .,ана -л -ай	сонра	за	цӀуд	йис	къвалах -на	и	сагье -да	за	домкультур -а -да	.,ана -л -ай	сонра	за	цӀуд	йис	къвалахун -на	и	сагье -е	за	домкультурада -ди -е	.,there SPSS EL	after	1sg.ERG	ten	year	working AOR	this	field INESS	1sg.ERG	house.of.culture.in ERG INESS	.,and after that I worked at the culture house for ten years,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,adv n:(CASE) n:(CASE2)	adv	pers	cardnum	n	v v:TAM1	dem	n n:(OBLIQUEstem)	pers	n n:(OBLIQUEstem) n:(OBLIQUEstem)	punct,adv adv pers cardnum n Vf dem n pers n punct,~~~
1.8,lez,Зазни ван~хьана а дастан .,за -з -ни	ван хьа -на	а	дастан	.,за -з -ни	ван хьун -на	а	дастан	.,1sg.ERG DAT Q	voice be AOR	that	dastan	.,I also heard this dastan,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers n:(CASE) v:(YN)	n v v:TAM1	dem	n	punct,pers Vf dem n punct,~~~
1.9,lez,За а дастан рикӀал хвена авай вал .,за	а	дастан	рикӀ -а -л	хве -на	ава -й	-вал	.,за	а	дастан	рикӀ -ди -л	хвен -на	ава -й	-вал	.,1sg.ERG	that	dastan	heart ERG SPSS	keep AOC	is PST	PURP	.,I remembered this dastan in its original form,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers	dem	n	n n:(OBLIQUEstem) n:(CASE)	v v:TAM1	v cop:(TAM)	v:(TAM2)	punct,pers dem n n Vf ptcp pro punct,~~~
1.10,lez,Вични хьанвай къвалахар я .,вич -ни	хьа -нва -й	къвалах -ар	я	.,вич -ни	хьун -нва -й	къвалах -ар	я	.,reflxv FOC	be PERF PST	work PL	was	.,and all this were real stories,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,proform Attachestoanycategory	v v:TAM1 cop:(TAM)	n n:(PLURAL)	v	punct,recp ptcp n Vf punct,~~~
1.11,lez,"Сад ава , дастан хьиз физава ам гьизяхъине .","сад	ава	,	дастан	хьиз	фи -зава	ам	гьизяхъине	.","сад	ава	,	дастан	хьиз	фин -зва	ам	гьизяхъине	.","one	cop	,	dastan	as	go.out IMPF	it	now	.","One case is, it is considered like dastan now",en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,num	v	punct	n	prt	v v:TAM1	pro	adv	punct,num Vnf punct n prt Vf pro adv punct,~~~
1.12,lez,"Вирини ада кхьана мугьубатдикай , ашкъидикай .","вири -ни	ада	кхьа -на	мугьубат -ди -к -яй	,	ашкъи -ди -к -а -ай	.","вири -ни	ада	кхьин -на	мугьубат -ди -к -ай	,	ашкъи -ди -к -ди -ай	.","Everything FOC	he	write AOR	love ERG SBSS EL	,	love ERG SBSS ERG INELAT	.",and he wrote everything about love,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pro Attachestoanycategory	pro	v v:TAM1	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	punct	n n:(OBLIQUEstem) n:(CASE) n:(OBLIQUEstem) n:(OBLIQUEstem)	punct,pro pro Vf n punct n punct,~~~
1.13,lez,Ида политикадикай яргъазтир .,ида	политика -ди -к -ай	яргъа -з тир	.,ида	политика -ди -к -ай	яргъа -з тир	.,her	politics ERG SBSS EL	far DAT was	.,he  was far away from politics,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	adv n:(CASE) v	punct,pro n adv punct,~~~
1.14,lez,"Ида мугьубатдикай , ашкъидикай кхьин , лагьана .","ида	мугьубат -ди -к -яй	,	ашкъи -ди -к -ай	кхьин	,	лагьа -на	.","ида	мугьубат -ди -к -ай	,	ашкъи -ди -к -ай	кхьин	,	лугьун -на	.","her	love ERG SBSS EL	,	love ERG SBSS EL	to.write	,	say AOR	.",he decided to write about love,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,pers	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	punct	n n:(OBLIQUEstem) n:(CASE) n:(CASE2)	v	punct	v v:TAM1	punct,pro n punct n msd punct Vf punct,~~~
1.15,lez,"Акур шеъер кхьана , сегьне , не , къевиз за атана гьикӀ авунатӀа , и са шеъ ида яратмишна , вичи яратмишна кхьизайди я дастан .","акур	шеъер	кхьа -на	,	сегьне	,	не	,	къе -в -из	за	ата -на	гьикӀ	аву -на -тӀа	,	и	са	шеъ	ида	яратмиш -на	,	вич -и	яратмиш -на	кхьи -з -ай -ди	я	дастан	.","акур	шеъер	кхьин -на	,	сегьне	,	не	,	къе -в -з	за	атун -на	гьикӀ	авун -на -тӀа	,	и	са	шеъ	ида	яратмишин -на	,	вич -ди	яратмишин -на	кхьид -з -ай -ди	я	дастан	.","seen	things	write AOC	,	stage	,	not	,	today AD DAT	1sg.ERG	come AOC	how	make,.do AOC COND	,	this	one	thing	her	created AOC	,	himself ERG	created AOC	writing IMC AOP DIR	was	dastan	.","he wrote about thing he saw, stage, how i came tonight here, and this thing was done by him, he creates and writes dastan",en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,v	n	v v:TAM1	punct	n	punct	prt	punct	adv n:(CASE) n:(CASE)	pers	v v:TAM1	interrog	v v:TAM1 v:(YN)	punct	dem	cardnum	n	pers	v v:TAM1	punct	pro n:(OBLIQUEstem)	v v:TAM1	ptcp v:TAM1 v:TAM1 n:(CASE2)	v	n	punct,Vnf n Vnf punct n punct prt punct adv pers Vnf interrog Vnf punct dem cardnum n pro ptcp punct pro ptcp ptcp Vf n punct,~~~
1.16,lez,Къарлай са юкъуз фида има Ахтынский райондиз Дагъыстандин .,къар -л -ай	са	юкъ -у -з	фи -да	има	Ахтынский	район -ди -з	Дагъыстан -ди -н	.,къар -л -ай	са	юкъ -ди -з	фин -да	има	Ахтынский	райондиз -ди -з	Дагъыстандин -ди -н	.,days SUPER EL	one	~~~ OBL DAT	go ENT	this.one	Akhtinsky	coutryside.to ERG DAT	Dagestan's DIR GEN	.,One day he went to Akhti district to Dagestan,en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,n n:(CASE) n:(CASE2)	cardnum	n n:(OBLIQUEstem) n:(CASE)	v v:TAM1	dem	nprop	n n:(OBLIQUEstem) n:(CASE)	nprop n:(CASE2) n:(CASE)	punct,n cardnum n Vnf dem nprop n nprop punct,~~~
1.17,lez,"Ахтынский райондиз фейла , концерт гудамаз , акуртӀа са гуьзел-гуьрчек руш , Безханум тӀвар алай са руш .","Ахтынский	район -ди -з	фе -й -ла	,	концерт	гу -да -маз	,	акур -тӀа	са	гуьзел-гуьрчек	руш	,	Безханум	тӀвар	ала -й	са	руш	.","Ахтынский	райондиз -ди -з	фин -й -ла	,	концерт	гун -да -нмаз	,	акур -тӀа	са	гуьзел-гуьрчек	руш	,	Безханум	тӀвар	ала -й	са	руш	.","Akhtinsky	coutryside.to DIR DAT	go PST TEMP	,	concert	give ENT IMMANT	,	seen COND	one	beautiful	girl	,	Bezkhanum	name	is.there PST	one	girl	.","When he went to Akhti district, holding a concert, he saw a beautiful girl, a girl named Beskhanum",en,"had instrument, talking and breaking occassionally into song/poem that he was talking about",Bezkhanum / 04 Безханум,nprop	n n:(CASE2) n:(CASE)	v cop:(TAM) v:(TAM2)	punct	n	v v:TAM1 v:(TAM2)	punct	v v:(YN)	cardnum	adj	n	punct	nprop	n	v cop:(TAM)	cardnum	n	punct,nprop n verbprt punct n v punct ptcp cardnum adj n punct nprop n ptcp cardnum n punct,~~~
